date,tweet,word
2019-11-05 23:04:12+00:00,Xmate Matrix Deep Bass Metal Extra Bass in-Ear Wired Headphones with Mic (Black/Sliver) [55% discount] https://amzn.to/30evzdp #AmazonIndia #DealsOnElectronics,amazonindia
2019-11-05 22:16:05+00:00,It is. Please try Amazon India. Hope you’ve been well.,amazonindia
2019-11-05 22:04:02+00:00,TheGiftKart Shockproof Carbon Fibre Soft Silicon Armor Back [70% discount] https://amzn.to/2N9lKt7 #AmazonIndia #DealsOnElectronics,amazonindia
2019-11-05 21:04:27+00:00,AGARO Blaze Dual Port Smart Car Charger 3.1A for Fast Charging [25% discount] https://amzn.to/34zUjyE #AmazonIndia #DealsOnElectronics,amazonindia
2019-11-05 20:03:59+00:00,Tech Sense Lab MagBack Car Mobile Holder &#x2714 Universal [52% discount] https://amzn.to/2K9i2N1 #AmazonIndia #DealsOnElectronics,amazonindia
2019-11-05 19:03:56+00:00,"PLAY Bluetooth Wireless Neckband Headset with Latest Bluetoth Version V5.0, HD Bluetooth [45% discount] https://amzn.to/2qlOOEW #AmazonIndia #DealsOnElectronics",amazonindia
2019-11-05 19:02:17+00:00,#AmazonIndia I think you will help but not done thanks a lot to prociding such a pathetic service.,amazonindia
2019-11-05 18:45:38+00:00,Seller JANNATMANNAT is still selling the same product and you are saying he is unable to fulfill order however it's a case of wrong delivery. Amazon india has not removed/ black listed the customer and instead promoting wrong. I need my product where it is. @JeffBezos @amazonIN,amazonindia
2019-11-05 18:38:03+00:00,Style your Hair with Care!!! Style your hair with care #hair #hairgoals #beautifulhair #haircare #selflove #affiliatemarketing #amazonindia Check out ZOSOE Hair Electric Comb Brush 3 in 1 Ceramic Fast Hair Straigh... by ZOSOE https://amzn.to/2NkKHSD via @,amazonindia
2019-11-05 18:32:26+00:00,For Beautiful and glowing skin #beautifulskin #skincare #glowingskin #selflove #amazonindia Check out Aegte 24K Gold Glass Skin Oil (with Glow Boosters) Enriched wit... by aegte https://amzn.to/34zvC5q via @,amazonindia
2019-11-05 18:27:14+00:00,"@AmazonNews_IN Being regular Amazon India shoppers, we were cheated by your delivery agent &amp; overcharged on a COD order. Raised the issue with your Customer Service. More than 24 hours elapsed, no action or revert. Extremely poor standards of service. Taking customers for granted",amazonindia
2019-11-05 18:19:16+00:00,An adolescent initiated into a clandestine sexual society. ★INITIATION★ http://amzn.to/2WzA83n http://wp.me/P5rIsN-eY aharemboysaga bookboost #ASMSG ✎via Pizzazz Book Promotions http://wp.me/P5rIsN-Ft #amazonindia,amazonindia
2019-11-05 17:55:22+00:00,The warrior Druid princess will do anything to retake her kingdom! ★AMULET'S RAPTURE★ http://amazon.com/dp/B07Y8SS2B2 http://wp.me/P5rIsN-48t linneatanner #bookboost ASMSG ✎via Pizzazz http://wp.me/P5rIsN-Ft pic.twitter.com/hl1WpCqyjN #amazonindia,amazonindia
2019-11-05 17:03:41+00:00,"@JeffBezos amazon India is delivering MI TV through third party courier service of which local contact and address detail are not with @amazonIN. i am not getting it though it is here in my city since last four days, committed delivery time elapsed.",amazonindia
2019-11-05 16:50:58+00:00,MANAGE YOUR SUBSCRIPTION BUSINESS: GROW YOUR CUSTOMER BASE by Vikram Ravishankaran #ku #kindle #kindleunlimited #business Amazon US http://bit.ly/323p8d7 Amazon India https://amzn.to/34sJOx3 Amazon UK https://amzn.to/34jB1gL,amazonindia
2019-11-05 16:39:24+00:00,"#OnePlusMcLaren #OnePlus7TPro #TuesdayThoughts #HappyBirthdayViratKohli #KingKohli Buy OnePlus 7T Pro McLaren Limited Edition (12GB RAM+256GB Storage) on Amazon India, lowest best price offer. Please Retweet ",amazonindia
2019-11-05 16:36:01+00:00,#Amazon #AmazonIndia The sad part is that the customer is not been updated with the status of his complaint either. This shows the arrogance. The delivery agent is purposely delaying the delivery for no good reason other than he wanted the customer to pick the material,amazonindia
2019-11-05 16:30:51+00:00,#amazon #AmazonIndia Even after the commitment of CC team the product is not yet delivered. The delivary team seems adamant that we need to pick the material from their location. A product reached on 31st oct can't been delivered even after 6days really pathetic.,amazonindia
2019-11-05 16:10:45+00:00,Purchased a chrono watch from Amazon India bearing model no. FS5164I. On search of same product on Fossil website it says product not found. Please provide direction on this Contact : 9686688212 Email : sinha.litton@gmail.com,amazonindia
2019-11-05 16:01:25+00:00,Get Discounts Every Day | Today's Deal on Amazon https://taknikiburner.blogspot.com/todays-deal #amazon #AmazonIndia,amazonindia
2019-11-05 15:43:16+00:00,Help me please I don't get refund or product what should I do for getting my money or package #AmazonIndia,amazonindia
2019-11-05 15:22:57+00:00,デジタルスケールを通販で買おうと思い、「購入しないとレビューが書けない(はず)」の楽天で商品の検討をしてる最中。(Amazon IndiaもFake reviewは多いので、インド在住時代はFlipkartなどでレビューを確認して商品を決定してました),amazonindia
2019-11-05 15:19:47+00:00,"Thank you for choosing beyerdynamic. As I have explained that @Headphone_Zone is our authorized, so don't need to worry about originality. For your any further queries please mail at rajesh@beyerdynamic.com or contact 080-23310101",amazonindia
2019-11-05 15:01:22+00:00,I have ordered DT990 from @Headphone_Zone hope I would have no complaint regarding the product originality after receiving that.,amazonindia
2019-11-05 14:15:28+00:00,My mistake that I opt for #AmazonIndia,amazonindia
2019-11-05 14:13:35+00:00,Upcoming Title :- Crosshatch of Time by Ashwin T Dev. Pre-Order Your Copy Today :- Paper Fox :- https://paperfox.in/product/crosshatch-of-time/ Amazon India :- https://www.amazon.in/Crosshatch-Time-Aswin-T-Dev/dp/8194128951/ref=sr_1_1?keywords=Crosshatch+Of+Time&amp;qid=1572960731&amp;sr=8-1,amazonindia
2019-11-05 14:13:00+00:00,Check out FUNDAY FASHION Women's Boyfriend fit Denim Jogger in Just ₹ 380 https://amzn.to/2reFXoT #Amazonindia #Amazondeals,amazonindia
2019-11-05 14:09:35+00:00,#amazonIN #AmazonIndia #Offer : Get upto 60% off on #Home #Storage and #Organisation- Storage #Deals of the season: Up to 70% off -https://amzn.to/2NjC6iN,amazonindia
2019-11-05 14:08:51+00:00,#amazonIN #AmazonIndia #Offer : Get upto 60% off on #Home #Storage and #Organisation- Storage #Deals of the season: Up to 70% off -https://amzn.to/2NjC6iN,amazonindia
2019-11-05 14:07:49+00:00,#amazonIN #AmazonIndia #Offer : Get upto 60% off on #Home #Storage and #Organisation- Storage #Deals of the season: Up to 70% off -https://amzn.to/2NjC6iN,amazonindia
2019-11-05 14:03:18+00:00,#amazonIN #AmazonIndia #Offer : Buy #Computer #Accessories starting from Rs.109 - https://amzn.to/2Nil4lj,amazonindia
2019-11-05 14:02:41+00:00,#amazonIN #AmazonIndia #Offer : Buy #Computer #Accessories starting from Rs.109 - https://amzn.to/2Nil4lj,amazonindia
2019-11-05 14:02:00+00:00,#amazonIN #AmazonIndia #Offer : Buy #Computer #Accessories starting from Rs.109 - https://amzn.to/2Nil4lj,amazonindia
2019-11-05 13:57:36+00:00,I just found the Email address contact and Telephone number for the Amazon India Country Manager on https://ceoemail.com via @ceoemail,amazonindia
2019-11-05 13:55:50+00:00,Again delivery cancelled due to unavailability of truck from your end. what a pathetic and cheap service. can't even afford vehicle. #cheap #Amazon #AmazonIndia,amazonindia
2019-11-05 13:53:02+00:00,#AmazonIndia #Assamgovt #amazongreatindianfestivalquiz saw the new Amazon TV advt. All states spoke their language while Assam was in Hindi. Is it because of ignorance that Assamese language exist or you couldn’t find a voiceover artist? Let people of Assam know.,amazonindia
